input_text,product,quantity,price_satuan,pattern
mau pesen buat lima pack es cao coklat jumbo esnya dikit aja yaaa [SEP] baik kak es cao coklat jumbo rp 61.000 satuan totalnya 61rb,es cao coklat jumbo,lima pack,61000,2
"pesan 22 teh manis cincau hot setengah porsi siap ditunggu [SEP] halo kak, pesanan teh manis cincau hot seharga 247k sudah kami proses, total bayar 247k",teh manis cincau hot,22,247000,1
bungkusin tiga gelas kopi susu kebun pandan iced porsi double buruan ya [SEP] baik kak kopi susu kebun pandan iced rp 73.000 satuan totalnya 73 ribu,kopi susu kebun pandan iced,tiga gelas,73000,2
"es jeruk peras sembilan rempelo ati bebekayam 14 [SEP] pesanan: es jeruk peras rp34rb, rempelo ati bebekayam 53rb. Total bayar = rp 87.000",es jeruk peras & rempelo ati bebekayam,sembilan & 14,-1,4
bude order szechuan chicken rice anter sekarang 9 thanks [SEP] rincian pesanan: szechuan chicken rice (rp89rb) jadi 89k ya kak,szechuan chicken rice,9,89000,2
mau pesen buat tiga porsi nasi goreng jumbo nyam nyam buat buka puasa ya mas [SEP] noted kak nasi goreng jumbo nyam nyam 93k totalnya 93 ribu,nasi goreng jumbo nyam nyam,tiga porsi,93000,1
mau 8 nasi rendang buat buka puasa budget 9000k thx ya [SEP] total tagihan 9000 ribu untuk nasi rendang harga 9000k per item ya,nasi rendang,8,9000000,2
"nasi goreng sate ayam langsung proses ya 24, mie gobyoss otak otak 11 kok [SEP] noted kak nasi goreng sate ayam 24 14.000 sama mie gobyoss otak otak 11 71.000, total 85k",nasi goreng sate ayam & mie gobyoss otak otak,24 & 11,-1,4
"nasi goreng dagingtelor 8 bungkus dan delapan martabak coklat kacang gercep ya [SEP] siap kak, nasi goreng dagingtelor 75k dan martabak coklat kacang 60k, jadi total 135k ya",nasi goreng dagingtelor & martabak coklat kacang,8 & delapan,-1,4
"subuh thai tea bubble pake sambel ijo setengah dong bang [SEP] siap, segera diproses",thai tea bubble,setengah,-1,1
hallo malam masih ada es krim single? kalau ada mau tujuh buat buka puasa donggg [SEP] pesanan masuk: es krim single x 680k = rp680rb,es krim single,tujuh,680000,1
dewi masih ada bakso malang? kalau ada mau 16 pack kah [SEP] bakso malang 41k ya kak jadi 41rb,bakso malang,16,41000,2
mau es teh manis small jumlahnya 13 deh mbak [SEP] es teh manis small 860 ribu ya kak jadi 860k,es teh manis small,13,860000,2
"bude pesen 16 empal tempe penyet dan secup nasi paru goreng thx ya [SEP] noted kak empal tempe penyet 16 rp 312.000 sama nasi paru goreng secup rp 46.000, total 358 ribu",empal tempe penyet & nasi paru goreng,16 & secup,-1,4
md nyakitin topping ayam tabur 4 ya min [SEP] total tagihan rp 9000.000 untuk md nyakitin topping ayam tabur harga 9000rb per item ya,md nyakitin topping ayam tabur,4,9000000,2
5 special ayam geprek mozarella pake kotak dehh [SEP] oke kak special ayam geprek mozarella harganya 84.000 totalnya 84 ribu,special ayam geprek mozarella,5,84000,2
boleh pesan 13 spicy chicken bites extra pedas deh kak [SEP] siap spicy chicken bites rp 629.000 totalnya 629rb kak,spicy chicken bites,13,629000,3
"nasi rakyat titipan bos seplastik, nasi goreng smoke beef 13 dulu [SEP] baik kak, seplastik nasi rakyat (564rb) + 13 nasi goreng smoke beef (73rb) = 637.000 ya",nasi rakyat & nasi goreng smoke beef,seplastik & 13,-1,4
nitip 10 nasi goreng chicken katsu paket kak [SEP] rincian pesanan: nasi goreng chicken katsu (325 ribu) jadi 325rb ya kak,nasi goreng chicken katsu,10,325000,3
min tiga nasi goreng spesial porsi gede jangan lama [SEP] oke kak nasi goreng spesial harganya rp16rb totalnya 16 ribu,nasi goreng spesial,tiga,16000,2
bikinin sei ayam rawit ijo satu cup dibungkus thx ya [SEP] pesanan masuk: sei ayam rawit ijo x 53 ribu = 53.000,sei ayam rawit ijo,satu cup,53000,1
"siti order nasi goreng white bumbu pisah 10 deh mbak [SEP] baik, rp 172.000 ya kak rinciannya nasi goreng white harganya 172rb",nasi goreng white,10,172000,2
"lima cup siomay [SEP] oke, mohon ditunggu sebentar ya",siomay,lima cup,-1,1
"pesan creamy chicken with butter rice 13 level 10, oh iya sekalian susu caramel lima pack ya [SEP] noted kak creamy chicken with butter rice 13 rp3000rb sama susu caramel lima pack 220k, total rp3220rb",creamy chicken with butter rice & susu caramel,13 & lima pack,-1,4
"chicken karaage nanban bento semangkok black pepper chicken popcorn lima porsi [SEP] noted kak chicken karaage nanban bento semangkok 92k sama black pepper chicken popcorn lima porsi 292.000, total 384k",chicken karaage nanban bento & black pepper chicken popcorn,semangkok & lima porsi,-1,4
ayam penyet pakai nasi makan sini sepuluh aja siap ditunggu [SEP] baik kak ayam penyet pakai nasi rp 157.000 satuan totalnya rp157rb,ayam penyet pakai nasi,sepuluh,157000,1
pakde popcorn chicken honey buat buka puasa dibikin 23 ya [SEP] rincian pesanan: popcorn chicken honey (85.000) jadi rp85rb ya kak,popcorn chicken honey,23,85000,1
bg bisa pesan 17 nasi siobak paket dong min [SEP] pesanan masuk: nasi siobak x 10.000 = 10rb,nasi siobak,17,10000,1
buatin nasi karage omahan sambal merah esnya dikit aja 18 dong mamas [SEP] shap nasi karage omahan sambal merah 49rb totalnya rp49rb kak,nasi karage omahan sambal merah,18,49000,3
pesen mie ayam nya lima pack deh mas [SEP] oke kak mie ayam harganya rp322rb totalnya rp 322.000,mie ayam,lima pack,322000,1
pesan tiga bungkus boba mocachino porsi gede dong mbak [SEP] siap kak boba mocachino 530k total 530 ribu ya,boba mocachino,tiga bungkus,530000,2
mau pesen buat 4 nasi gurih telur asin buat makan siang yaaa [SEP] baik kak nasi gurih telur asin 701 ribu satuan totalnya 701 ribu,nasi gurih telur asin,4,701000,2
buatin nasi king box korean mozza porsi double lima mangkuk loh [SEP] total tagihan 233rb untuk nasi king box korean mozza harga 233k per item ya,nasi king box korean mozza,lima mangkuk,233000,2
admin masih ada teh susu hazelnut coklat? kalau ada mau tiga esnya dikit aja sekarang ya [SEP] noted kak teh susu hazelnut coklat 26000.000 totalnya 26000 ribu,teh susu hazelnut coklat,tiga,26000000,2
admin teh hijau lemon cold bawa pulang sebotol ya kak [SEP] oke kak teh hijau lemon cold harganya 11 ribu totalnya rp11rb,teh hijau lemon cold,sebotol,11000,2
mau bakwan penyet jumlahnya enam dong mbak [SEP] total tagihan rp 59.000 untuk bakwan penyet harga 59rb per item ya,bakwan penyet,enam,59000,1
mau 9 biasa ayam buat makan siang budget 36 ribu dulu [SEP] siap biasa ayam 36 ribu totalnya 36 ribu kak,biasa ayam,9,36000,2
nasi penyet empal 7 jangan lama ya [SEP] baik kak,nasi penyet empal,7,-1,3
kwetiau penang telur ayam 14,kwetiau penang telur ayam,14,-1,3
mau extra chicken patty jumlahnya 4 sekarang ya [SEP] siap kak extra chicken patty rp16rb total 16rb ya,extra chicken patty,4,16000,2
ping mie kuah ayam esnya dikit aja 14 sekarang ya [SEP] rincian pesanan: mie kuah ayam (rp569rb) jadi 569.000 ya kak,mie kuah ayam,14,569000,1
kak mau order 4 nasi organik pake ojol tuh [SEP] noted kak nasi organik 9rb totalnya 9.000,nasi organik,4,9000,2
sore pesen nasi penyet ayam bakwan buat arisan yang hrgny 646rb 15 pak [SEP] noted kak nasi penyet ayam bakwan 646rb totalnya 646 ribu,nasi penyet ayam bakwan,15,646000,3
buatin teh mawar 5 [SEP] pesanan sedang disiapkan,teh mawar,5,-1,3
kopi susu kurma esnya dikit aja sebungkus aja buruan ya [SEP] siap kak kopi susu kurma 53.000 total 53rb ya,kopi susu kurma,sebungkus,53000,2
se-thinwall rice box chicken fire langsung proses ya gercep ya [SEP] baik kak rice box chicken fire 58.000 satuan totalnya 58 ribu,rice box chicken fire,se-thinwall,58000,1
"buatin nasi telur pedas wangi buat bekel sekolah semika nih [SEP] halo kak, pesanan nasi telur pedas wangi seharga rp825rb sudah kami proses, total bayar rp 825.000",nasi telur pedas wangi,semika,825000,2
mau 13 bakmie kasar jumbo  budget 8000k dong min [SEP] total tagihan 8000.000 untuk bakmie kasar jumbo harga 8000k per item ya,bakmie kasar jumbo,13,8000000,1
cumi penyet porsi jumbo porsi gede [SEP] oke kak pesanannya masuk ya,cumi penyet,porsi jumbo,-1,2
mau enam kacang coklat wijen susu anter sekarang budget 660k thanks [SEP] pesanan masuk: kacang coklat wijen susu x 660k = 660.000,kacang coklat wijen susu,enam,660000,2
"andi otot bakwan penyet sepiring, beneran rp 614.000 kan ya bang [SEP] oke kak otot bakwan penyet harganya rp 614.000 totalnya 614 ribu",otot bakwan penyet,sepiring,614000,1
"teh manis delapan bungkus dan 9 jus mangga doang [SEP] noted kak teh manis delapan 835k sama jus mangga 9 211 ribu, total 1046.000",teh manis & jus mangga,delapan & 9,-1,4
siti pesen es coklat endull setengah porsi yang harganya 49.000 5 ya gan [SEP] noted kak es coklat endull 49.000 totalnya rp49rb,es coklat endull,5,49000,2
"mau 24 nasi padang tambah sembilan mie djoedes gokil pemula ditunggu [SEP] siap kak, nasi padang rp 21.000 dan mie djoedes gokil pemula rp82rb, jadi total 103.000 ya",nasi padang & mie djoedes gokil pemula,24 & sembilan,-1,4
buatin sop ayam ras 21 [SEP] baik kak,sop ayam ras,21,-1,1
bikinin capcay bakso 3 buat arisan dehh [SEP] noted kak capcay bakso 47000.000 totalnya 47000k,capcay bakso,3,47000000,2
rudi mau pesen seporsi oseng ayam asap sambal matah pake kotak bu [SEP] rincian pesanan: oseng ayam asap sambal matah (rp478rb) jadi 478rb ya kak,oseng ayam asap sambal matah,seporsi,478000,3
boleh pesan 18 es pukat buat kantor nih [SEP] siap kak es pukat 444.000 total 444rb ya,es pukat,18,444000,2
"ayam saos jangan lama ya dua mangkuk, chicken karaage nanban bento 3 dong bang [SEP] siap kak, ayam saos 26.000 dan chicken karaage nanban bento rp 20000.000, jadi total 20026 ribu ya",ayam saos & chicken karaage nanban bento,dua mangkuk & 3,-1,4
beli tahu tempe telur terong penyet 39000 ribu an 18 thx ya [SEP] total tagihan 39000rb untuk tahu tempe telur terong penyet harga 39000 ribu per item ya,tahu tempe telur terong penyet,18,39000000,1
"nasi liwet buat makan siang yang rp183rb pesen 13 deh min [SEP] baik, 183k ya kak rinciannya nasi liwet harganya rp183rb",nasi liwet,13,183000,2
bakwan siram bumbu pecaljus 4 [SEP] pesanan sedang disiapkan,bakwan siram bumbu pecaljus,4,-1,3
kak mau order dua pack brownies gulung toping keju parut level 10 ya [SEP] noted kak brownies gulung toping keju parut 92 ribu totalnya rp 92.000,brownies gulung toping keju parut,dua pack,92000,2
bikinin ayam geprek porsi gede anter sekarang sekarang ya [SEP] baik kak ayam geprek 971rb satuan totalnya 971.000,ayam geprek,porsi gede,971000,2
nitip 4 nasi campur yang kyk biasa buruan ya [SEP] oke nasi campur harga rp12rb total 12rb ya kak,nasi campur,4,12000,2
tolong siapin 12 kopi hitam pake sambel ijo suwun [SEP] oke kak kopi hitam harganya 586.000 totalnya 586.000,kopi hitam,12,586000,2
gan mau pesen 11 nasi goreng seafood santai aja ajaa [SEP] baik kak nasi goreng seafood rp 57.000 satuan totalnya 57 ribu,nasi goreng seafood,11,57000,2
pesan 3 oseng ayam asap sambal matah  donggg [SEP] total tagihan 693 ribu untuk oseng ayam asap sambal matah harga rp 693.000 per item ya,oseng ayam asap sambal matah,3,693000,2
budi 12 telur ayam bagian kuning level 5 bu [SEP] siap telur ayam bagian kuning 408rb totalnya 408rb kak,telur ayam bagian kuning,12,408000,1
"nasi ayam geprekes teh delapan [SEP] baik, langsung kami buatkan",nasi ayam geprekes teh,delapan,-1,3
bungkusin 4 nasi goreng sate ayam [SEP] pesanan sedang disiapkan,nasi goreng sate ayam,4,-1,1
"pesan belut goreng telur asin tiga piring titipan bos, oh iya sekalian kari ayam dan misua 12 ya [SEP] siap. belut goreng telur asin 63rb & kari ayam dan misua 99 ribu. total semuanya 162rb kak",belut goreng telur asin & kari ayam dan misua,tiga piring & 12,-1,4
ani order mie kuah esnya dikit aja dua paket dong bang [SEP] noted kak mie kuah rp 798.000 totalnya 798rb,mie kuah,dua paket,798000,1
"pesan 12 susu oreo 5 mantau chicken oat kak [SEP] oke kak susu oreo 12 dan mantau chicken oat 5, totalnya rp 2042.000",susu oreo & mantau chicken oat,12 & 5,-1,4
"nasi goreng merah biasa dua mika [SEP] baik, langsung kami buatkan",nasi goreng merah biasa,dua mika,-1,2
putri order chicken teriyaki set buat buka puasa 12 bu [SEP] chicken teriyaki set 18000k ya kak jadi 18000 ribu,chicken teriyaki set,12,18000000,3
pesen nasi goreng dprapatan nya delapan makasih [SEP] oke kak nasi goreng dprapatan harganya 92.000 totalnya 92rb,nasi goreng dprapatan,delapan,92000,3
teh 20 lobak goreng kecil pack thanks [SEP] rincian pesanan: lobak goreng kecil (rp77rb) jadi 77.000 ya kak,lobak goreng kecil,20,77000,3
bikin sedus juice kuini susu anter sekarang thanks [SEP] noted kak juice kuini susu 77 ribu totalnya 77.000,juice kuini susu,sedus,77000,2
tiga porsi es nutri sarijeruk nipis [SEP] oke noted,es nutri sarijeruk nipis,tiga porsi,-1,3
bikin tiga bungkus chicken salad jangan pedes deh mbak [SEP] noted kak chicken salad 610 ribu totalnya rp 610.000,chicken salad,tiga bungkus,610000,3
20 nasi king box korean mozza buat makan siang thanks [SEP] oke nasi king box korean mozza harga 39rb total rp39rb ya kak,nasi king box korean mozza,20,39000,1
order risol ayam anget aja untuk porsi kecil yaaa [SEP] rincian pesanan: risol ayam (708rb) jadi 708k ya kak,risol ayam,porsi kecil,708000,3
bikin 14 rice bowl ayam lada hitam langsung proses ya terima kasih [SEP] total tagihan 57k untuk rice bowl ayam lada hitam harga 57 ribu per item ya,rice bowl ayam lada hitam,14,57000,1
"order secup teh susu hazelnut coklat, terus ayam acar wajir nya tiga botol dulu [SEP] siap. teh susu hazelnut coklat rp 927.000 & ayam acar wajir 27k. total semuanya rp 954.000 kak",teh susu hazelnut coklat & ayam acar wajir,secup & tiga botol,-1,4
nasi urapurap ayam panggang tiga cup,nasi urapurap ayam panggang,tiga cup,-1,3
"pakde 9 kopi susu rum regal + 17 ayam geprek ya pak [SEP] baik kak, 9 kopi susu rum regal (201k) + 17 ayam geprek (28000k) = rp 28201.000 ya",kopi susu rum regal & ayam geprek,9 & 17,-1,4
bikinin ayam pop porsi gede extra pedas buruan ya [SEP] oke kak ayam pop harganya 80 ribu totalnya 80.000,ayam pop,porsi gede,80000,2
gan porsi jumbo nasi liwet pisahin kuahnya siap ditunggu [SEP] oke kak nasi liwet harganya rp447rb totalnya rp447rb,nasi liwet,porsi jumbo,447000,2
"putri setengah nasi kebuli + dua plastik nasi soto sapi ya mas [SEP] noted kak nasi kebuli setengah 29 ribu sama nasi soto sapi dua plastik 417rb, total rp 446.000",nasi kebuli & nasi soto sapi,setengah & dua plastik,-1,4
bungkusin 12 nasi pecel ayam setengah porsi doang [SEP] nasi pecel ayam 62rb ya kak jadi rp62rb,nasi pecel ayam,12,62000,1
"budi nasi goreng kampung 1, beneran rp29rb kan dong mas [SEP] total tagihan rp 29.000 untuk nasi goreng kampung harga rp29rb per item ya",nasi goreng kampung,1,29000,3
"pesan dua botol kwetiau siram buat acara keluarga pak [SEP] oke, mohon ditunggu sebentar ya",kwetiau siram,dua botol,-1,2
dewi nasi ampela pack 2 ya mas,nasi ampela,2,-1,3
"aku pesen dua mangkuk zesty chicken tikka wrap sekalian bakso tumpeng besar sebox ya [SEP] oke kak zesty chicken tikka wrap dua mangkuk dan bakso tumpeng besar sebox, totalnya 285 ribu",zesty chicken tikka wrap & bakso tumpeng besar,dua mangkuk & sebox,-1,4
bimbimbapp nasi campur korea buat makan siang yang 2000.000 pesen 12 sekarang ya [SEP] noted kak bimbimbapp nasi campur korea 2000.000 totalnya rp 2000.000,bimbimbapp nasi campur korea,12,2000000,2
pesen cireng crispy nya 23 loh [SEP] oke siap kak,cireng crispy,23,-1,1
bapak seporsi katsu teriyaki don tanpa nasi level 10 ya mbak [SEP] siap kak katsu teriyaki don tanpa nasi 16000 ribu total rp 16000.000 ya,katsu teriyaki don tanpa nasi,seporsi,16000000,2
buatin empal penyet buat buka puasa lima porsi ya kak [SEP] siap kak empal penyet 431rb total rp 431.000 ya,empal penyet,lima porsi,431000,1
bikin 2 kwetiau goreng udangcumi yang kyk biasa [SEP] noted kak kwetiau goreng udangcumi 30 ribu totalnya 30rb,kwetiau goreng udangcumi,2,30000,1
"24 es cao coklat jumbo sebungkus bakmie sedap siantar jumbo [SEP] pesanan: es cao coklat jumbo rp439rb, bakmie sedap siantar jumbo 538 ribu. Total bayar = rp 977.000",es cao coklat jumbo & bakmie sedap siantar jumbo,24 & sebungkus,-1,4
"nasi goreng pete 10 + ayam goreng kering dua porsi ya [SEP] baik kak, 10 nasi goreng pete (516.000) + dua porsi ayam goreng kering (467 ribu) = 983k ya",nasi goreng pete & ayam goreng kering,10 & dua porsi,-1,4
order kwetiau kangkung belacan yang kyk biasa untuk sepaket ya pak [SEP] siap kwetiau kangkung belacan 642rb totalnya 642 ribu kak,kwetiau kangkung belacan,sepaket,642000,2
halo admin bisa pesan lima porsi roti keset kombinasi pake kotak thx ya [SEP] baik kak roti keset kombinasi 282 ribu satuan totalnya rp 282.000,roti keset kombinasi,lima porsi,282000,2
reza bisa pesan 1 susu susanti manggo anter sekarang yah [SEP] susu susanti manggo 89rb ya kak jadi 89k,susu susanti manggo,1,89000,1
"rudi pesen 17 ayam geprek dahsyat dan 7 kopi sadis nutella dulu [SEP] pesanan: ayam geprek dahsyat 953rb, kopi sadis nutella rp 254.000. Total bayar = rp1207rb",ayam geprek dahsyat & kopi sadis nutella,17 & 7,-1,4
enam pancong selai kacang susu pake kotak thanks [SEP] oke kak pesanannya masuk ya,pancong selai kacang susu,enam,-1,2
buatin mie ayam telor porsi double tiga botol matur suwun [SEP] rincian pesanan: mie ayam telor (rp31000rb) jadi 31000.000 ya kak,mie ayam telor,tiga botol,31000000,3
nasi goreng rumahan enam [SEP] noted kak ditunggu ya,nasi goreng rumahan,enam,-1,2
bg mauuuuu pesen semika paranoid chicken wings pedesssss sedang siap ditunggu [SEP] oke paranoid chicken wings harga 58.000 total 58k ya kak,paranoid chicken wings,semika,58000,3
buatin nasi gembung asam pedas sepiring [SEP] oke noted,nasi gembung asam pedas,sepiring,-1,1
mie tiaw udang setengah porsi yang 94rb pesen 11 nih [SEP] oke kak mie tiaw udang harganya 94rb totalnya 94k,mie tiaw udang,11,94000,2
beli spesial ayam geprek sambal matah 34 ribu an 7 deh bang [SEP] total tagihan rp34rb untuk spesial ayam geprek sambal matah harga 34 ribu per item ya,spesial ayam geprek sambal matah,7,34000,2
"pesan 25 es kopi susu hoghock dua paket nasi kulit omahan sambal merah ajaa [SEP] noted kak es kopi susu hoghock 25 59k sama nasi kulit omahan sambal merah dua paket rp 967.000, total 1026rb",es kopi susu hoghock & nasi kulit omahan sambal merah,25 & dua paket,-1,4
bakmie sedap siantar jumbo buat arisan sepaket aja gan [SEP] rincian pesanan: bakmie sedap siantar jumbo (759.000) jadi rp 759.000 ya kak,bakmie sedap siantar jumbo,sepaket,759000,1
